# Permission database for AdvancedLuckPermsGUI
# Format are <pluginName>|<permission>|<desc>|<commands>,|<defaultAssignment>
CustomEnderChest|CustomEnderChest.admin|Access to administration command to open and edit or delete other players enderchests, and reload the plugin config.|<l>/ec reload<br>/ec open<br>/ec delete<l>|op
CustomEnderChest|CustomEnderChest.commands|Allows players to open the EnderChest with command /customec open.|<l>/customec open<br>/ec open<l>|op
CustomEnderChest|CustomEnderChest.level.0|For 9 slots (1 raw) EnderChest size.|<l>empty<l>|op
CustomEnderChest|CustomEnderChest.level.1|For 18 slots (2 raw's) EnderChest size.|<l>empty<l>|op
CustomEnderChest|CustomEnderChest.level.2|For 27 slots (3 raw's) EnderChest size.|<l>empty<l>|op
CustomEnderChest|CustomEnderChest.level.3|For 36 slots (4 raw's) EnderChest size.|<l>empty<l>|op
CustomEnderChest|CustomEnderChest.level.4|For 45 slots (5 raw's) EnderChest size.|<l>empty<l>|op
CustomEnderChest|CustomEnderChest.level.5|For 54 slots (6 raw's) EnderChest size.|<l>empty<l>|op
CustomRecipe|anvil.colorize|ability to colorize name using anvil|<l>empty<l>|op
CustomRecipe|anvil.command|ability to add command to an item using anvil|<l>empty<l>|op
CustomRecipe|customrecipe.clear|ability to clear recipes|<l>/customrecipe clear<l>|op
CustomRecipe|customrecipe.craft.*|ability to craft all recipes|<l>empty<l>|op
CustomRecipe|customrecipe.create|ability to create recipe|<l>/customrecipe create<l>|op
CustomRecipe|customrecipe.disable|ability to disable recipe|<l>/customrecipe disable<l>|op
CustomRecipe|customrecipe.edit|ability to edit recipe|<l>/customrecipe edit<l>|op
CustomRecipe|customrecipe.enable|ability to enable recipe|<l>/customrecipe enable<l>|op
CustomRecipe|customrecipe.help|ability to use /cr help|<l>/customrecipe help<l>|op
CustomRecipe|customrecipe.list|ability to list all recipes|<l>/customrecipe list<l>|op
CustomRecipe|customrecipe.reload|ability to reload all configs|<l>/customrecipe reload<l>|op
CustomRecipe|customrecipe.remove|ability to remove recipe|<l>/customrecipe remove<l>|op
CustomRecipe|customrecipe.sign.break|ability to break view sign|<l>empty<l>|op
CustomRecipe|customrecipe.sign.create|ability to create view sign|<l>empty<l>|op
CustomRecipe|customrecipe.sign.view|ability to use view sign|<l>empty<l>|op
CustomRecipe|customrecipe.view|ability to view recipe|<l>/customrecipe view<l>|op
DailyRewards|dailyrewards.*|Give access to everything|<l>empty<l>|op
DailyRewards|dailyrewards.admin|Give access to admin commands|<l>/dr setreward<br>/dr setnext<l>|op
DailyRewards|dailyrewards.player|Give access to player commands|<l>/dr<br>/dr next<l>|op
DakataAntiCheat|Dakata.Admin|All players with this permission will receive information about the hackers(If log-player is true)|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass|Permission to bypass every hack|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.AntiBot|For AntiBot|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Chat.Advertisement.IP|For Advertisement for ip's - |<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Chat.Advertisement.Web|For Advertisement for web pages|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Chat.Caps|For CAPS|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Chat.Spam|For Chat spam|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Chat.Swear|For Swear|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Command.Blocked.Cmd|For Blocked-cmd|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Command.Spam|For Command spam|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.InvalidBlock|For GhostHand, BuildRandom, Liquids, breaking and placing blocks out of the block they look - |<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.InvalidMove|For Speed, Blink, ItemVac, Magnet Punch And GodMode - |<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.InvalidPotion|For KillPotion and TrollPotion|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.Sign.ASCII|For Sign ASCII|<l>empty<l>|op
DakataAntiCheat|Dakata.Bypass.WorldDownload|or WorldDownload client|<l>empty<l>|op
DakataAntiCheat|Dakata.Commands|Permission to execute all commands|<l>empty<l>|op
DeathManager|deathmanager.death.chest|Gives the player a free chest.|<l>empty<l>|op
DeathManager|deathmanager.death.chest.access.creative|Allows players to access Death Chests, even in Creative.|<l>empty<l>|op
DeathManager|deathmanager.death.chest.access.other|Allows players to loot other Death Chests, regardless of Config.|<l>empty<l>|op
DeathManager|deathmanager.death.chest.double|Grants the placement of Double Chests.|<l>empty<l>|op
DeathManager|deathmanager.death.chest.item.place|Allows players to place items in Death Chests, regardless of Config.|<l>empty<l>|op
DeathManager|deathmanager.death.compass|Allows players to acquire a Death Compass.|<l>empty<l>|op
DeathManager|deathmanager.death.messages|Allows messages to be altered for the player.|<l>empty<l>|op
DeathManager|deathmanager.death.totem|Allows a player to be revived by a Totem.}|<l>empty<l>|op
DeathManager|deathmanager.death.totem.give|Gives a player a totem when they join the server.|<l>empty<l>|op
DeluxeCombat|deluxecombat.bypasscommand|Lets you still use blocked commands while in combat.|<l>empty<l>|op
DeluxeCombat|deluxecombat.bypasshitdelay|Lets you exceed the limit of the hit delay to maximum.|<l>empty<l>|op
DeluxeCombat|deluxecombat.bypassquit|Lets you quit while in combat without any bad punishments.|<l>empty<l>|op
DeluxeCombat|deluxecombat.bypassworld|Lets you still combat tag someone else in a disabled world.|<l>empty<l>|op
DeluxeCombat|deluxecombat.secretmeme|Memes are included, who knows what this permission will do...|<l>empty<l>|op
DeluxePlayerOptions|playeroptions.chat|Enable/Disable chat/radio mode.|<l>/Chat<br>/radio<l>|op
DeluxePlayerOptions|playeroptions.doublejump|Enable/Disable doublejump mode.|<l>/DoubleJump<l>|op
DeluxePlayerOptions|playeroptions.fly|Enable/Disable fly mode.|<l>/Fly<l>|op
DeluxePlayerOptions|playeroptions.jump|Enable/Disable jump mode.|<l>/Jump<l>|op
DeluxePlayerOptions|playeroptions.speed|Enable/Disable speed mode.|<l>/Speed<l>|op
DeluxePlayerOptions|playeroptions.stacker|Enable/Disable stacker mode.|<l>/Stacker<l>|op
DeluxePlayerOptions|playeroptions.use|Opens Options Menu|<l>/options<l>|op
DeluxePlayerOptions|playeroptions.visibility|Enable/Disable visibility mode.|<l>/Visibility<l>|op
DiceFurniture|ProtectionLib.admin	|empty|<l>empty<l>|op
DiceFurniture|furniture.bypass.breakSpam	|empty|<l>empty<l>|op
DiceFurniture|furniture.bypass.limit	|empty|<l>empty<l>|op
DiceFurniture|furniture.bypass.placeSplam	|empty|<l>empty<l>|op
DiceFurniture|furniture.debug  |empty|<l>empty<l>|op
DiceFurniture|furniture.delete  |empty|<l>empty<l>|op
DiceFurniture|furniture.download  |empty|<l>empty<l>|op
DiceFurniture|furniture.give  |empty|<l>empty<l>|op
DiceFurniture|furniture.give.player  |empty|<l>empty<l>|op
DiceFurniture|furniture.list|empty|<l>empty<l>|op
DiceFurniture|furniture.list.plugin  |empty|<l>empty<l>|op
DiceFurniture|furniture.list.type  |empty|<l>empty<l>|op
DiceFurniture|furniture.list.world|empty|<l>empty<l>|op
DiceFurniture|furniture.manage  |empty|<l>empty<l>|op
DiceFurniture|furniture.manage.other|empty|<l>empty<l>|op
DiceFurniture|furniture.place.all|empty|<l>empty<l>|op
DiceFurniture|furniture.purge  |empty|<l>empty<l>|op
DiceFurniture|furniture.recipe.edit|empty|<l>empty<l>|op
DiceFurniture|furniture.recipe.remove|empty|<l>empty<l>|op
DiceFurniture|furniture.remove  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.all  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.distance  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.lookat  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.obj  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.player  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.plugin  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.type  |empty|<l>empty<l>|op
DiceFurniture|furniture.remove.world  |empty|<l>empty<l>|op
DiceFurniture|furniture.toggle  |empty|<l>empty<l>|op
DiceFurniture|furniture.toggle.another  |empty|<l>empty<l>|op
DiscordMinecraft|discordminecraft.discord|Sends the player a message with a link to the Discord server.|<l>empty<l>|op
DiscordMinecraft|discordminecraft.discordlink|Initiates an account link with Discord.|<l>empty<l>|op
DiscordMinecraft|discordminecraft.discordsay|Sends a message to the specified channel.|<l>empty<l>|op
DiscordMinecraft|discordminecraft.discordunlink|Unlinks your account from Discord.|<l>empty<l>|op
DiscordMinecraft|discordminecraft.sdc|Sends a chat message to Discord.|<l>empty<l>|op
DiscordMinecraft|discordminecraft.tdc|Toggles whether you see chat syncing with Discord.|<l>empty<l>|op
EZStaff|ezstaff.gamemode|Use the gamemode menu.|<l>empty<l>|op
EZStaff|ezstaff.info|Use the info menu.|<l>empty<l>|op
EZStaff|ezstaff.player|Use the player menu.|<l>empty<l>|op
EZStaff|ezstaff.potions|Use the potions menu.|<l>empty<l>|op
EZStaff|ezstaff.reload|Use the reload command.|<l>/ezstaff reload<l>|op
EZStaff|ezstaff.time|Use the time menu.|<l>empty<l>|op
EZStaff|ezstaff.tools|Use the tools menu.|<l>empty<l>|op
EZStaff|ezstaff.update|Get update notifications on join.|<l>empty<l>|op
EZStaff|ezstaff.use|Use commands.|<l>/ezstaff use<l>|op
EZStaff|ezstaff.whitelist|Use the whitelist menu.|<l>empty<l>|op
EasyMaintenance|em.bypass|You will not be kicked and can join back while in maintenance.|<l>empty<l>|op
EasyMaintenance|em.use|Use all Easy Maintenance Commands|<l>[Aliases: em<br> maitenance]<br>/easymaintenance help<br>/easymaintenance toggle<br>/easymaintenance toggle [Time]<br>/easymaintenance cancel<br>/easymaintenance skip [Time]<br>/easymaintenance info<br>/easymaintenance reload<l>|op
EasyWarp|easywarp.command.delwarp|Delete a specified warp.|<l>/delwarp<l>|op
EasyWarp|easywarp.command.help|Allow the player to use /easywarp help to see all commands.|<l>/easywarp help<l>|op
EasyWarp|easywarp.command.import|Import Files.|<l>/easywarp import<l>|op
EasyWarp|easywarp.command.listwarps|List all warps you can use, this does take into account what permissions a player has the permissions to warp to.|<l>/listwarps<l>|op
EasyWarp|easywarp.command.reload|Reload the config.|<l>/easywarp reload<l>|op
EasyWarp|easywarp.command.setwarp|Define a new warp at your locations.|<l>/setwarp<l>|op
EasyWarp|easywarp.command.warp|Warp yourself to the specified warp.|<l>/warp<l>|op
EasyWarp|easywarp.command.warpother|Warp yourself (or a player specified) to the specified warp.|<l>/warp<l>|op
EasyWarp|easywarp.delay.bypass|The ability to bypass any warp delay if 'permsBypassDelay' is 'true' in the config.|<l>empty<l>|op
EasyWarp|easywarp.sign.create|The ability to create a warp sign|<l>empty<l>|op
EasyWarp|easywarp.sign.use|The ability to use warp signs if 'signs-require-permissions' is 'true' in the config.|<l>empty<l>|op
Eggwars|eggwars.addspawner|Adds a spawner to the arena.|<l>/Eggwars addspawner<l>|op
Eggwars|eggwars.addvillager|Adds a villager to the arena.|<l>/Eggwars addvillager<l>|op
Eggwars|eggwars.admin|Shows a list of admin commands.|<l>/Eggwars admin<l>|op
Eggwars|eggwars.coins|Modifies a player coins.|<l>/Eggwars coins<l>|op
Eggwars|eggwars.create|Creates a new arena.|<l>/Eggwars create<l>|op
Eggwars|eggwars.delete|Deletes an existing arena.|<l>/Eggwars delete<l>|op
Eggwars|eggwars.edit|Allows arena modifications.|<l>/Eggwars edit<l>|op
Eggwars|eggwars.editmode|Allows the user to modify surroundings in bungeemode.|<l>/Eggwars editmode<l>|op
Eggwars|eggwars.holograms|Manages holographic internal.|<l>/Eggwars holograms<l>|op
Eggwars|eggwars.reload|Reloads the plugin.|<l>/Eggwars reload<l>|op
Eggwars|eggwars.removespawner|Removes a spawner from the arena.|<l>/Eggwars removespawner<l>|op
Eggwars|eggwars.removeteamegg|Removes a team egg.|<l>/Eggwars removeteamegg<l>|op
Eggwars|eggwars.removeteamspawn|Removes a team spawn.|<l>/Eggwars removeteamspawn<l>|op
Eggwars|eggwars.removevillager|Removes a villger from the arena.|<l>/Eggwars removevillager<l>|op
Eggwars|eggwars.reset|Resets a player stats.|<l>/Eggwars reset<l>|op
Eggwars|eggwars.setlobby|Sets the lobby location.|<l>/Eggwars setlobby<l>|op
Eggwars|eggwars.setmodifier|Changes a player modifier.|<l>/Eggwars setmodifier<l>|op
Eggwars|eggwars.setspectators|Sets the location that spectators teleport to.|<l>/Eggwars setspectators<l>|op
Eggwars|eggwars.setteamegg|Sets a team egg.|<l>/Eggwars setteamegg<l>|op
Eggwars|eggwars.setteamspawn|Sets a team spawn.|<l>/Eggwars setteamspawn<l>|op
Eggwars|eggwars.start|Force an arena to start.|<l>/Eggwars start<l>|op
Eggwars|eggwars.stop|Force an arena to stop.|<l>/Eggwars stop<l>|op
Eggwars|eggwars.updateregion|Updates an arena region.|<l>/Eggwars updateregion<l>|op
Eggwars|eggwars.wand|Gives you a selection wand.|<l>/Eggwars wand<l>|op
Eggwars|eggwars.worldmanager|Shows a list of world management commands.|<l>/Eggwars worldmanager<l>|op
EnchantmentBook|enchantmentbook.anvil|Anvil a Player|<l>/tebook anvil<l>|op
EnchantmentBook|enchantmentbook.debug|Turn on / off the debug mode|<l>/tebook debug<l>|op
EnchantmentBook|enchantmentbook.give|It allows you to use /tebook give command.|<l>/tebook<l>|op
EnchantmentBook|enchantmentbook.reload|It allows you to use /tebook reload command.|<l>/tebook reload<l>|op
EnchantmentBook|enchantmentbook.use|It allows you to use EnchantmentBook function.|<l>empty<l>|op
EnchantmentBookTool|enchantmentbooktool.admin|Issue an EBook to <player> without EXP cost.|<l>/ebtool issue<l>|op
EnchantmentBookTool|enchantmentbooktool.debug|Turn on / off the debug mode|<l>/ebtool debug<l>|op
EnchantmentBookTool|enchantmentbooktool.get|allows you to use /ebtool get command|<l>/ebtool get<l>|op
EnchantmentBookTool|enchantmentbooktool.reload|Allows you to use /ebtool reload command|<l>/ebtool reload<l>|op
EpicDispensers|EpicDispensers.Upgrade.ECO|Allows the player to upgrade the dispensers level with economy|<l>empty<l>|op
EpicDispensers|EpicDispensers.Upgrade.XP|Allows the player to upgrade the dispensers level with XP|<l>empty<l>|op
EpicDispensers|EpicDispensers.admin|Gives the player access to all commands|<l>empty<l>|op
EpicDispensers|EpicDispensers.view|Lets the player view the EpicDispensers GUI|<l>empty<l>|op
EpicFarming|epicfarming.admin|Allows use of admin commands|<l>empty<l>|op
EpicFarming|epicfarming.upgrade.eco|Allows upgrading using economy|<l>empty<l>|op
EpicFarming|epicfarming.upgrade.xp|Allows upgrading using exp|<l>empty<l>|op
EpicFarming|epicfarming.view|Allows players to click on and open up the farm menu GUI|<l>empty<l>|op
EpicFurnaces|EpicFurnaces.Remote|Wireless access to a paired furnace that you have set|<l>empty<l>|op
EpicFurnaces|EpicFurnaces.Upgrade.*|Upgrading of furnaces with economy and xp|<l>empty<l>|op
EpicFurnaces|EpicFurnaces.Upgrade.ECO|Upgrading of furnaces with economy|<l>empty<l>|op
